"filename", "language", "C#", "XML", "JSON", "Properties", "Markdown", "comment", "blank", "total"
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\bin\Debug\net8.0\CASproject.runtimeconfig.json", "JSON", 0, 0, -12, 0, 0, 0, 0, -12
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\obj\CASproject.csproj.nuget.dgspec.json", "JSON", 0, 0, -73, 0, 0, 0, 0, -73
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\obj\CASproject.csproj.nuget.g.props", "XML", 0, -16, 0, 0, 0, 0, 0, -16
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\obj\CASproject.csproj.nuget.g.targets", "XML", 0, -2, 0, 0, 0, 0, 0, -2
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\obj\Debug\net8.0\.NETCoreApp,Version=v8.0.AssemblyAttributes.cs", "C#", -3, 0, 0, 0, 0, -1, -1, -5
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\obj\Debug\net8.0\CASproject.AssemblyInfo.cs", "C#", -9, 0, 0, 0, 0, -9, -5, -23
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\obj\Debug\net8.0\CASproject.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, -13, 0, 0, -1, -14
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\obj\Debug\net8.0\CASproject.GlobalUsings.g.cs", "C#", -7, 0, 0, 0, 0, -1, -1, -9
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\obj\Debug\net8.0\CASproject.sourcelink.json", "JSON", 0, 0, -1, 0, 0, 0, 0, -1
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\obj\project.assets.json", "JSON", 0, 0, -79, 0, 0, 0, 0, -79
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\src\Application\ParseInput.cs", "C#", 116, 0, 0, 0, 0, 36, 35, 187
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\src\Application\Program.cs", "C#", 2, 0, 0, 0, 0, 0, 0, 2
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\src\Commands\Command.cs", "C#", -115, 0, 0, 0, 0, -39, -35, -189
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\src\Commands\CreateCommandsStartup.cs", "C#", -3, 0, 0, 0, 0, 0, 0, -3
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\src\Commands\Simple\GetTime.cs", "C#", 4, 0, 0, 0, 0, 0, -1, 3
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\src\Math\Constant.cs", "C#", 1, 0, 0, 0, 0, 0, 0, 1
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\src\Math\Divide.cs", "C#", 0, 0, 0, 0, 0, -1, 0, -1
"Total", "-", -14, -26, -193, -13, -378, -15, -142, -781
