"filename", "language", "C#", "XML", "JSON", "Properties", "Markdown", "comment", "blank", "total"
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\bin\Debug\net8.0\CASproject.runtimeconfig.json", "JSON", 0, 0, -12, 0, 0, 0, 0, -12
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\obj\CASproject.csproj.nuget.dgspec.json", "JSON", 0, 0, -80, 0, 0, 0, 0, -80
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\obj\CASproject.csproj.nuget.g.props", "XML", 0, -16, 0, 0, 0, 0, 0, -16
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\obj\CASproject.csproj.nuget.g.targets", "XML", 0, -2, 0, 0, 0, 0, 0, -2
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\obj\Debug\net8.0\.NETCoreApp,Version=v8.0.AssemblyAttributes.cs", "C#", -3, 0, 0, 0, 0, -1, -1, -5
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\obj\Debug\net8.0\CASproject.AssemblyInfo.cs", "C#", -9, 0, 0, 0, 0, -9, -5, -23
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\obj\Debug\net8.0\CASproject.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, -13, 0, 0, -1, -14
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\obj\Debug\net8.0\CASproject.GlobalUsings.g.cs", "C#", -7, 0, 0, 0, 0, -1, -1, -9
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\obj\Debug\net8.0\CASproject.sourcelink.json", "JSON", 0, 0, -1, 0, 0, 0, 0, -1
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\obj\project.assets.json", "JSON", 0, 0, -139, 0, 0, 0, 0, -139
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\src\Math\Basic operators\Add.cs", "C#", -6, 0, 0, 0, 0, -2, -1, -9
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\src\Math\Basic operators\Multiply.cs", "C#", -7, 0, 0, 0, 0, -2, -1, -10
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\src\Math\Basic operators\Power.cs", "C#", 9, 0, 0, 0, 0, -1, 0, 8
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\src\Math\Other\Constant.cs", "C#", 2, 0, 0, 0, 0, 0, 1, 3
"c:\programmering\visualstudiocodeFiles\CASproject\CASproject\src\Math\Structure\MathObject.cs", "C#", 29, 0, 0, 0, 0, 22, 5, 56
"Total", "-", 8, -29, -296, -13, -378, 6, -138, -840
